transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
19974,80,148,2017-11-17,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
7932,80,149,2017-01-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
2307,20,149,2017-03-02,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
577,1,149,2017-05-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
9951,97,149,2017-08-28,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
2633,9,149,2017-10-17,0.0,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,38199.77654900773
14672,55,149,2017-12-12,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,38199.77654900773
5099,62,150,2017-04-01,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38199.77654900773
15700,89,150,2017-05-01,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38199.77654900773
7146,24,150,2017-08-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,38199.77654900773
19292,19,150,2017-10-16,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,38199.77654900773
10960,0,151,2017-01-06,1.0,Approved,OHM Cycles,Standard,,large,1624.69,,38199.77654900773
13436,20,151,2017-02-12,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
4934,48,151,2017-05-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38199.77654900773
8046,26,151,2017-07-07,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38199.77654900773
17827,40,151,2017-08-15,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
7543,33,151,2017-08-31,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
2634,57,151,2017-09-20,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
12453,12,151,2017-12-30,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
956,40,152,2017-05-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
11768,63,152,2017-07-25,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38199.77654900773
5067,13,153,2017-01-08,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
6450,54,153,2017-01-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
12246,3,153,2017-02-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
9106,49,153,2017-05-02,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,38199.77654900773
1667,5,153,2017-06-30,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38199.77654900773
6299,3,153,2017-10-02,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
11624,22,153,2017-10-27,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
3817,67,154,2017-01-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38199.77654900773
4100,92,154,2017-09-11,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38199.77654900773
11531,0,154,2017-09-19,1.0,Approved,WeareA2B,Road,,small,36.78,,38199.77654900773
13136,29,154,2017-10-20,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,38199.77654900773
6745,22,154,2017-11-26,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
6192,15,154,2017-12-07,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38199.77654900773
19540,34,155,2017-01-04,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
19068,40,155,2017-08-03,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
11819,20,155,2017-12-22,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
4974,79,156,2017-01-25,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38199.77654900773
3974,85,156,2017-03-01,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,38199.77654900773
6277,2,156,2017-06-18,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
10406,72,156,2017-10-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38199.77654900773
5758,3,156,2017-12-14,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
3135,69,157,2017-04-16,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38199.77654900773
14005,27,157,2017-06-22,1.0,Cancelled,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
15434,80,157,2017-07-07,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
5141,50,157,2017-08-17,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,38199.77654900773
2241,12,158,2017-02-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
6008,99,158,2017-02-19,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,38199.77654900773
4381,18,158,2017-06-02,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38199.77654900773
1295,93,158,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,38199.77654900773
7641,55,158,2017-07-20,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,38199.77654900773
13703,74,158,2017-10-26,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38199.77654900773
2293,22,159,2017-01-06,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
12425,25,159,2017-03-05,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
11665,4,159,2017-03-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
12869,40,159,2017-04-30,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
4287,10,159,2017-10-15,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38199.77654900773
4086,90,159,2017-10-25,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38199.77654900773
5800,37,160,2017-06-18,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
1031,12,160,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
10568,82,161,2017-07-24,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38199.77654900773
11286,98,162,2017-03-28,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38199.77654900773
12780,1,162,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
3555,79,162,2017-09-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38199.77654900773
1460,7,163,2017-07-06,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
13650,52,163,2017-09-07,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,38199.77654900773
16606,69,164,2017-04-01,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38199.77654900773
10051,82,164,2017-04-13,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38199.77654900773
15740,76,164,2017-06-15,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38199.77654900773
17415,84,165,2017-03-23,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38199.77654900773
9999,7,165,2017-04-14,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38199.77654900773
5102,3,165,2017-09-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
1174,92,165,2017-09-24,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38199.77654900773
11025,4,165,2017-09-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
1687,17,165,2017-10-19,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,38199.77654900773
16211,45,165,2017-11-13,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38199.77654900773
10453,12,165,2017-12-17,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
44,46,165,2017-12-22,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
1123,25,166,2017-02-01,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
18897,94,166,2017-02-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38199.77654900773
1928,2,166,2017-05-31,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
4814,66,166,2017-07-11,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38199.77654900773
15885,73,166,2017-09-07,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38199.77654900773
6912,100,166,2017-10-09,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38199.77654900773
16853,28,166,2017-10-10,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
14438,8,166,2017-10-28,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38199.77654900773
2669,66,167,2017-01-15,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
12082,14,167,2017-01-26,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,38199.77654900773
7712,0,167,2017-02-06,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38199.77654900773
458,7,167,2017-03-25,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
19826,0,167,2017-04-21,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
6154,77,167,2017-06-24,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38199.77654900773
15979,36,167,2017-09-20,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
5982,98,167,2017-11-03,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
4436,45,167,2017-12-16,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38199.77654900773
14687,64,168,2017-02-05,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38199.77654900773
17768,0,168,2017-03-13,0.0,Approved,Trek Bicycles,Standard,,large,1571.83,,38199.77654900773
15760,3,168,2017-03-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
6877,12,168,2017-03-24,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
10924,54,168,2017-03-26,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
4835,32,168,2017-05-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38199.77654900773
11237,69,168,2017-06-01,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38199.77654900773
5590,29,168,2017-07-29,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,38199.77654900773
1699,27,168,2017-08-16,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
3253,53,169,2017-01-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
13361,0,169,2017-10-25,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38199.77654900773
7702,0,169,2017-10-30,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
557,54,170,2017-01-16,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
14784,6,170,2017-01-30,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,38199.77654900773
4572,5,170,2017-05-10,1.0,Cancelled,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
14545,0,170,2017-09-21,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38199.77654900773
5439,83,171,2017-01-08,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38199.77654900773
7833,20,171,2017-02-19,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
12476,41,171,2017-03-24,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,38199.77654900773
17292,0,171,2017-05-30,1.0,Approved,Solex,Standard,,medium,517.53,,38199.77654900773
11866,13,171,2017-06-19,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
7327,18,171,2017-09-13,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38199.77654900773
15523,73,171,2017-09-15,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38199.77654900773
7288,45,171,2017-10-27,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38199.77654900773
3334,36,171,2017-12-12,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,38199.77654900773
13811,70,172,2017-02-08,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38199.77654900773
5902,15,172,2017-02-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38199.77654900773
19501,59,172,2017-05-04,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,38199.77654900773
5347,60,172,2017-06-17,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38199.77654900773
5269,38,172,2017-07-09,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
12347,0,172,2017-08-08,1.0,Approved,Solex,Standard,,medium,899.92,,38199.77654900773
2380,20,172,2017-12-05,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
9075,1,172,2017-12-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
1449,1,173,2017-01-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
16845,3,173,2017-02-03,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
6042,33,173,2017-02-10,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
4941,20,173,2017-03-16,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
5091,42,173,2017-03-25,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38199.77654900773
10468,77,173,2017-07-04,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38199.77654900773
16953,67,173,2017-09-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38199.77654900773
2582,3,173,2017-11-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
15363,37,173,2017-12-15,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
2489,63,174,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38199.77654900773
16697,37,174,2017-03-10,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
12846,54,174,2017-03-22,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
17201,61,174,2017-06-02,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38199.77654900773
19022,27,174,2017-06-14,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
3939,38,174,2017-09-21,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
2628,83,174,2017-10-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38199.77654900773
14990,96,174,2017-10-26,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38199.77654900773
18736,47,174,2017-10-29,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38199.77654900773
14747,88,174,2017-12-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38199.77654900773
19365,43,175,2017-03-17,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38199.77654900773
16131,80,175,2017-04-23,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
4202,25,175,2017-07-30,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
950,21,175,2017-10-16,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,38199.77654900773
16304,96,175,2017-10-27,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38199.77654900773
15868,83,176,2017-02-20,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38199.77654900773
18472,81,176,2017-03-06,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38199.77654900773
4975,71,176,2017-07-08,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,38199.77654900773
10851,38,176,2017-08-02,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
12927,76,176,2017-12-08,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38199.77654900773
6181,84,177,2017-02-07,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38199.77654900773
1924,28,177,2017-05-18,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38199.77654900773
8293,91,177,2017-06-01,1.0,Cancelled,WeareA2B,Standard,low,medium,642.31,513.85,38199.77654900773
18703,0,177,2017-06-06,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38199.77654900773
16493,19,177,2017-06-20,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38199.77654900773
16918,2,177,2017-06-22,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38199.77654900773
1206,49,177,2017-07-07,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,38199.77654900773
7495,92,177,2017-08-16,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
12925,99,177,2017-08-16,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38199.77654900773
9213,61,177,2017-09-23,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38199.77654900773
4808,86,177,2017-10-15,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
11682,23,177,2017-11-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38199.77654900773
12027,26,178,2017-09-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38199.77654900773
875,86,178,2017-10-21,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38199.77654900773
16194,58,178,2017-10-27,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,38199.77654900773
566,90,178,2017-11-28,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38199.77654900773
12321,98,179,2017-01-13,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
6612,1,179,2017-08-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38199.77654900773
11439,0,179,2017-11-20,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
19253,78,180,2017-01-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38199.77654900773
8183,10,180,2017-01-30,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38199.77654900773
19145,38,180,2017-03-14,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
5670,75,180,2017-05-17,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38199.77654900773
12090,81,180,2017-06-17,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38199.77654900773
7905,19,180,2017-07-25,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,38199.77654900773
2959,23,180,2017-12-19,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,38199.77654900773
19133,0,181,2017-05-04,1.0,Approved,Norco Bicycles,Road,,small,1401.63,,38199.77654900773
10705,77,181,2017-05-25,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38199.77654900773
5847,98,181,2017-06-27,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38199.77654900773
5063,85,181,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,38199.77654900773
9860,64,181,2017-10-26,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38199.77654900773
17530,45,181,2017-11-10,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38199.77654900773
2978,75,182,2017-01-17,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38199.77654900773
7927,89,182,2017-02-06,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38199.77654900773
1560,28,182,2017-03-12,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
19418,46,182,2017-04-04,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
9327,5,182,2017-07-01,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38199.77654900773
3840,88,182,2017-10-05,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38199.77654900773
3110,48,182,2017-12-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38199.77654900773
10195,13,183,2017-02-27,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
847,54,183,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
208,51,183,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,38199.77654900773
14485,9,183,2017-06-01,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38199.77654900773
5405,32,183,2017-06-07,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38199.77654900773
9464,91,183,2017-09-19,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38199.77654900773
2747,92,184,2017-04-29,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
13687,53,184,2017-09-13,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
15997,0,184,2017-11-28,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38199.77654900773
2093,14,185,2017-05-30,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,38199.77654900773
9931,97,185,2017-06-09,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
15883,14,185,2017-07-05,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,38199.77654900773
11802,52,185,2017-08-16,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,38199.77654900773
12849,48,185,2017-09-19,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38199.77654900773
1690,64,185,2017-12-03,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38199.77654900773
14308,78,185,2017-12-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38199.77654900773
14302,11,186,2017-02-26,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
4513,95,186,2017-07-18,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38199.77654900773
17950,84,186,2017-08-06,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38199.77654900773
10203,24,186,2017-08-07,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,38199.77654900773
14395,11,186,2017-09-03,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
8595,90,186,2017-12-07,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38199.77654900773
16801,51,187,2017-01-18,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,38199.77654900773
8827,33,187,2017-03-22,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
17234,46,187,2017-07-10,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
3793,34,187,2017-07-12,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
2678,49,187,2017-08-21,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,38199.77654900773
8157,86,187,2017-11-12,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38199.77654900773
8477,30,187,2017-12-16,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,38199.77654900773
3066,72,188,2017-07-24,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,38199.77654900773
18110,27,188,2017-09-07,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38199.77654900773
14286,0,188,2017-10-23,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
6243,9,188,2017-11-21,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
15732,98,188,2017-12-01,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
15279,95,188,2017-12-15,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
2613,26,189,2017-03-22,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38199.77654900773
14408,3,189,2017-05-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
15745,15,189,2017-05-30,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38199.77654900773
18050,39,189,2017-12-19,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38199.77654900773
10274,24,189,2017-12-27,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,38199.77654900773
19223,5,190,2017-01-10,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38199.77654900773
15455,52,190,2017-04-11,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,38199.77654900773
2567,28,190,2017-06-06,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
8510,19,190,2017-12-01,1.0,Cancelled,OHM Cycles,Road,high,large,12.01,7.21,38199.77654900773
10039,93,191,2017-09-16,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,38199.77654900773
19522,4,192,2017-01-04,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
3013,82,192,2017-01-08,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38199.77654900773
9985,91,192,2017-05-15,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38199.77654900773
11047,40,192,2017-10-12,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
3880,20,193,2017-01-23,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
1669,58,193,2017-07-04,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,38199.77654900773
455,24,193,2017-08-16,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,38199.77654900773
14471,16,193,2017-09-22,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,38199.77654900773
5819,77,193,2017-12-06,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38199.77654900773
8911,65,194,2017-02-09,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
10258,12,194,2017-08-23,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
